#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
13344,give,give,Useing real name in internet give us a lots of disadvantage,1,DO,,simple_present,,
13346,give,give,Smokers should not give angry mind to non smokers,1,PO,,infinitive,,
13349,give,give,Of course smoking is very harmful to own health and can give harmful effects to many people who stay around him or her,1,PO,,infinitive,,
13350,give,give,E class can give me free time,1,DO,,infinitive,,
13351,give,give,I give spcial people this paper,1,DO,,simple_present,,
13352,give,give,"Because of this, teachers and parents should give them the physical punishment to realize their wrong tasks",1,DO,,infinitive,,
13353,give,give,"For example, America adopts volunteering military service system and they give some payments to people who serve in the military",1,PO,,simple_present,,
13354,give,give,These things can give the people patience and ability to receive the rules in society,1,DO,,infinitive,,
13355,give,give,Let me give you some reasons,1,DO,,infinitive,,
13356,give,give,"Many scientists and doctors also feel sorry for using them in their experiments, so they do not intend to give them more pain during procedure",1,DO,,infinitive,,
13357,give,give,"Moreover, using real name on the Internet will give the government more control on people",1,DO,,simple_future,,
13358,give,give,"He Knows why I am struggling with the problem, and try to give me advice like the problem is his",1,DO,,infinitive,,
13361,give,give,"I also thought that it could give me many answers about phenomena in our society and everyday life, especially for the pyramids of wealth and the effect of this fricky globalization",1,DO,,infinitive,,
13363,give,give,"Teachers should give students more love, and students also give teachers love back with respect",1,DO,,infinitive,,
13369,give,give,Real name can give a sense of responsibility to netizen,1,PO,,infinitive,,
13370,give,give,Of course I disagree with physical punishmet which give students feeling of humility,1,DO,,simple_present,,
13371,give,give,The english teacher always tried to give student real experience,1,DO,,infinitive,,
13372,give,give,Teachers can give a lot of disadvantages to bad students rather than beat them,1,PO,,infinitive,,
13375,give,give,These things obviously can give insulted feeling to the student,1,PO,,infinitive,,
13376,give,give,"Then, you have to give them a physical punishments",1,DO,,infinitive,,
13377,give,give,So teacher has to give their life techinique to students,1,PO,,infinitive,,
13378,give,give,"So teachers have to memorize their role in school, and then make an efforts to give a dream to students",1,PO,,infinitive,,
13379,give,give,We can protect ourselves more effectively with the strong weapons than recruiting the army and developing powerful arms would also give Korean men freedom and enough time to prepare for their own future,1,DO,,infinitive,,
13383,give,give,"Beside uncovering real names in the internet might help to handle some rudeness and make people more polite, it will give huge source of crime to some geeks",1,PO,,simple_future,,
13384,give,give,So I think that little physical punishment can give more effective classes to teachers and students,1,PO,,infinitive,,
13385,give,give,"Even though government give some smart people chance to go to research center or company instead of military, it can't save many other smart people",1,DO,,simple_present,,
13387,give,give,"One day, she gave her necklace to me and said ""I really thank for your help so i want to give it to you",1,PO,,simple_past,,
13389,give,give,They give us some rest and fun,1,DO,,simple_present,,
13390,give,give,"Although having the nuclear bomb is illegal, the North Korea dosen't get rid of it and force the Korea to give them money and rice",1,DO,,infinitive,,
13391,give,give,That means smoking person give them stress,1,DO,,simple_present,,
13393,give,give,"So, smoking in the public or closed building is crime which give damage to other people",1,PO,,simple_present,,
13396,give,give,"But after I went there and met my roommate, i found it will give me a lot of fun",1,DO,,simple_future,,
13397,give,give,It should not be taken to give life to some other one,1,PO,,infinitive,,
13398,give,give,"If we enact the the recruting military service program, nation should give many money to the soldiers who volunteer to military service",1,PO,,infinitive,,
13400,give,give,The government should build more counceling facillities which can give practical help to the students who are in conflict with their teachers,1,PO,,infinitive,,
13401,give,give,"Also, they should give financial support to facillities that help teens who are in juvenile delinquency",1,PO,,infinitive,,
13402,give,give,"Second, since banning smoking in all public buildings couldn't drop smoking rates, it is more better to give non-smoking people benefits, or to give smoking people indirect ""punishments",1,DO,,infinitive,,
13403,give,give,Visitng there will probably give me the chance of broadening my mind,1,DO,,simple_future,,
13405,give,give,"Teachers can give the students large amount of homeworks than others, or make them leave at school for extra hours, or let them clean and tidy up classrooms, etc",1,DO,,infinitive,,
13406,give,give,"Our class teacher, first, give her noticement",1,DO,,simple_present,,
13407,give,give,"At last, teacher give her some physical punishment",1,DO,,simple_present,,
13408,give,give,"Even It needs our big effort, It will give us a good Internet writing background and the right Internet culture",1,DO,,simple_future,,
13410,give,give,Even if there are some people who say lovely violence is needed because of right education but we can give right education and right way to children by nonviolence like talking to children,1,PO,,infinitive,,
13411,give,give,Schools have an obligation to give the students the best environment,1,DO,,infinitive,,
13413,give,give,Educators have to give students a chance to explain their behavior,1,DO,,infinitive,,
13414,give,give,It would give the Internet users great difficulty,1,DO,,infinitive,,
13416,give,give,Also movies and books give me many imformation and knowledges,1,DO,,simple_present,,
13419,give,give,Their smoking can give harm effect to many people,1,PO,,infinitive,,
13420,give,give,"By doing that, one can give a serious mental problem to a student",1,PO,,infinitive,,
13422,give,give,"But, in reality, after that law, students became more rudely because they know their teachers can't give the physical punishment to them",1,PO,,infinitive,,
13423,give,give,That law give the liberty of acting more rudely to the children,1,PO,,simple_present,,
13424,give,give,"But when men complete military service, government must give advantage of military service to men",1,PO,,infinitive,,
13425,give,give,"So before military service be forced to men, our government give them advantage for social thing",1,DO,,simple_present,,
13426,give,give,"But if physical punishment is allowed, teacher can tell the student that he or she did someting wrong, and because oh that the teacher give the student some proper physical punishment",1,DO,,simple_present,,
13427,give,give,"In contrast, She always understands me and give useful advice to me when I do something wrong",1,PO,,simple_present,,
13429,give,give,"When I was in trouble, she always listen my story carefully and give me some time to rest myself with her warm help",1,DO,,simple_present,,
13431,give,give,"So if they do the good, right thing, you should give them a 'good mark' on the list",1,DO,,infinitive,,
13433,give,give,The system which is using one's real name on the Internet can give our personal information to other people who we don't know,1,PO,,infinitive,,
13434,give,give,"At last, using their nickname not a real name can give us some fun",1,DO,,infinitive,,
13436,give,give,"But my sociology teacher teach me very hard, and he give me a pleasure that to study sociology is priceless",1,DO,,simple_present,,
13440,give,give,"When I am 13 years old, My father and mother give me a cross",1,DO,,simple_present,,
13441,give,give,Such place that could give children happy and enjoying memory never be poluted by the physical punishment,1,DO,,infinitive,,
13442,give,give,"But If teachers give children the physical punishment, some children might have bad thinking about school and society",1,DO,,simple_present,,
13444,give,give,"So, teachers should use educational method only to give children knowlege",1,DO,,infinitive,,
13445,give,give,"Additionally, the physical punishment give children nagative feeling about studying",1,DO,,simple_present,,
13449,give,give,"Because of this, many people think that it is agreeable to give physical punishment to child",1,PO,,infinitive,,
13450,give,give,And people who get hurts in their children age are likely to give hurts to others,1,PO,,infinitive,,
13452,give,give,"To prevent non smokers from smoking, we must not give them a place to try smoking",1,DO,,infinitive,,
13453,give,give,"It is said that my father proposed to my mother like this,'I cannot give you a diamond ring or gold ring right now, I cannot make you live in a large apartment right now either",1,DO,,infinitive,,
13454,give,give,"but if they need, we should give them special insurance for their important 22 months time or we should force to do something to women for our nation",1,DO,,infinitive,,
13458,give,give,They are saying that they're planning to give it to my husband when I marry,1,PO,,infinitive,,
13463,give,give,something called 'non-direct smoking' can give more dangerous harmful effect to non-smoking people than 'direct-smoking',1,PO,,infinitive,,
13464,give,give,"We have to give our full attention to the other persons words, and that needs a lot of concentration, sometimes even more than that when we drive",1,PO,,infinitive,,
13466,give,give,"After getting result, people could give rewards about animal's sacrafice to nature",1,PO,,infinitive,,
13468,give,give,It give visistors their mighty power of continent,1,DO,,simple_present,,
13469,give,give,It is absolutely cruel to give young students such inhumane trauma,1,DO,,infinitive,,
13470,give,give,"For example, if the students have made poor decision, teachers could give them lunch time detention so that the student can't have lunch with his or her friends",1,DO,,infinitive,,
13471,give,give,"And If the bad behavior repeats, teachers can give the students a suspension",1,DO,,infinitive,,
13472,give,give,"Second, if the answers justice we should take the answer which give more pleasure to people",1,PO,,simple_present,,
13475,give,give,This teacher give me some books and courage me of doing the thing which needs more challenge,1,DO,,simple_present,,
13477,give,give,"Last, millitary service can grow many things to men, It can give you some skills to survive at all time, in all place",1,DO,,infinitive,,
13478,give,give,"The conclsion was excited that on the condition of using their real name and face, they did only good behaviors to give good impressions to the others",1,PO,,infinitive,,
13480,give,give,"Naturally, I had a great interest in biology class, and I knew that there are many diverse parts of biology and they are also give me a new shock",1,DO,,simple_present,,
13482,give,give,That means teachers can give more attentions to students,1,PO,,infinitive,,
13486,give,give,"In my studying time, he give me little joke and smile",1,DO,,simple_present,,
13487,give,give,He give me many files to me from study data to game data,1,DO,,simple_present,,
13488,give,give,"There are somebody who tells that fake names in internet give Netizen more free, and they mention various statements",1,DO,,simple_present,,
13490,give,give,Other solution is we give the right for the physical punishment to some teachers,1,PO,,simple_present,,
13491,give,give,"Moreover, the freedom which that give users the chance of making his or her nick name, and they can express their true mind about something",1,DO,,simple_present,,
13492,give,give,"And country should give them some adventages like helping silverlife, children of them, or tex matters",1,DO,,infinitive,,
13493,give,give,"In other words, as he get sacrifice by himself, he give more help to their nature",1,PO,,simple_present,,
13494,give,give,When people also talk with other people we learned to give attention to topic and that feature is common because of we are social beings,1,PO,,infinitive,,
13495,give,give,"In there, many teachers give physical punishment to many students",1,PO,,simple_present,,
13496,give,give,Many student do their work only if their teachers or mom give them a physical punishment,1,DO,,simple_present,,
13497,give,give,"If the students do their work and act rightly, We have to give them freedom",1,DO,,infinitive,,
13498,give,give,But I disagree to the statement that teachers can give physical pain to students for educational purpose,1,PO,,infinitive,,
13503,give,give,But different subject always give the question to me,1,PO,,simple_present,,
13505,give,give,there is no measures but to give a physical punishment to them,1,PO,,infinitive,,
13506,give,give,Finally most students don't think that their teacher really hate themselves If there teachers give them physical punishment Impartially,1,DO,,simple_present,,
13507,give,give,she give me a book which is become my favorite object in now,1,DO,,simple_present,,
13508,give,give,"If I have a chance to meet her, I would give another book to her with my love",1,PO,,infinitive,,
13509,give,give,This many smokers in public buildings can give bad impression to youngsters,1,PO,,infinitive,,
13510,give,give,"But if we use real name on the Internet, netizens would find out the list of all sites that he or she is joined and it would cause personal insult and give he or she the deep scars in mind",1,DO,,infinitive,,
13512,give,give,"For example, in deveolping new drugs and see the effects of it, first we can use stem cells or other cells that can give us result",1,DO,,infinitive,,
13513,give,give,We shouldn't give them any pain and give them respect so their sacrifice aren't worthless,1,DO,,infinitive,,
13514,give,give,So it is not humane solution to give physical punishment to children,1,PO,,infinitive,,
13516,give,give,My opinion is that goverment should force men to complete military service(It means we have to sustain current rule) and has to give men some advantages,1,DO,,infinitive,,
13517,give,give,She always give me good advices whenever I go to the school she works,1,DO,,simple_present,,
13520,give,give,"Second, physical punishment can give physical pain to children",1,PO,,infinitive,,
13522,give,give,"In most cases, people give more attention to that hand rather than the hand that hold the handle which often cause lose of control",1,PO,,simple_present,,
13523,give,give,They said hands-free devices make drivers to give more attention to the speaker which makes them less sensitive which cause slow reaction to the changing trafic,1,PO,,infinitive,,
13526,give,give,"From this point, I strongly agree that smoking in public buildings must be banned, because it can not only give a bad influence to people indirectly, but also there are plenty areas are provided where people can smoke",1,PO,,infinitive,,
13528,give,give,"In the United States, teachers cannot punish students physically but can call their parents or give them a detention to come to school on saturday",1,DO,,infinitive,,
13530,give,give,"Besides in a restaurant, somoking in all public buildings can give bad emotions to other people",1,PO,,infinitive,,
13531,give,give,"Finally, I insist smoking in all public buildings should be banned as a law and smoking area should be made in other place so that smoker do not give bad effects to non-smoker",1,PO,,simple_present,,
13534,give,give,I want to give her joy of teaching,1,DO,,infinitive,,
13542,give,give,And birds sometimes give person loudly sound and dirty ways,1,DO,,simple_present,,
13543,give,give,My girl freind give me watch when I met birthday,1,DO,,simple_present,,
13544,give,give,"But because she give me first gift, I must think her my lover",1,DO,,simple_present,,
13545,give,give,it must be low punishment and it cannot give children psychological hurts,1,DO,,infinitive,,
13546,give,give,"As doing yoga is somehow difficult for me, it give me a energetic power",1,DO,,simple_present,,
13547,give,give,First reason is that i belive the developmet of medicine can give someone suffer from ailment a new life,1,DO,,infinitive,,
13550,give,give,Sometimes he give me very bitter word,1,DO,,simple_present,,
13551,give,give,My school has rule so if its students don't take the rule My school give the students punishment,1,DO,,simple_present,,
13552,give,give,if the students don't take rule again and again the school give the students physical punishment,1,DO,,simple_present,,
13553,give,give,Samely the school give the students punishment but give not the students physical punishment,1,DO,,simple_present,,
13556,give,give,Now all my families love the dog who give us happy,1,DO,,simple_present,,
13558,give,give,And also she give us courage,1,DO,,simple_present,,
13559,give,give,physical punishment give them a sign to stop very effective,1,DO,,simple_present,,
13563,give,give,However the education to give user the ethical mind should be in the priority,1,DO,,infinitive,,
13564,give,give,School have to give student an advise,1,DO,,infinitive,,
13565,give,give,Some teachers need to give punishment to their middle school students,1,PO,,infinitive,,
13566,give,give,"Howevery, I can say my special thing is pencil or pencil case? or note? or taxt book? I wish you give me a pardon",1,DO,,simple_present,,
13567,give,give,"Some non-smokers loathe the smell of cigarettes, and inhaling the smoke repeatedly could give them serious stress and frustrate them",1,DO,,infinitive,,
13568,give,give,He decieved the village residents that he would give them a sugar which would make them smart,1,DO,,infinitive,,
13569,give,give,"Then, suddenly, he decided to give that guitar to me",1,PO,,infinitive,,
13573,give,give,we have not a right to give a punishment to them,1,PO,,infinitive,,
13575,give,give,"first, we can give a warning to them and when the warning sign is over two times, the president will meet him or her",1,PO,,infinitive,,
13576,give,give,l like to feel that emotion again so l always give an effort to 'the math',1,PO,,simple_present,,
13577,give,give,Because they give himan the chance to accomplish advance of medicals,1,DO,,simple_present,,
13578,give,give,"for example when students have a fault teacher can give them writing punishment, opportunity that they think their fault theirselves and more homework than other students",1,DO,,infinitive,,
13579,give,give,That smile give us courage to do what block our ways,1,DO,,simple_present,,
13582,give,give,"So teachers made an rule that teachers give students 1point when they make an fault once, and when students get 10points, they have to do voluntary work",1,DO,,simple_present,,
13583,give,give,"Of course lots of people doesn`t like smoking, and they think government should give press to the smokers more stricktly",1,PO,,infinitive,,
13584,give,give,And it can give a thought to children that punishment is a best tool to solve the problems,1,PO,,infinitive,,
13585,give,give,So I think we should give some warm hearted teaching to children rather than punishing physically,1,PO,,infinitive,,
13586,give,give,We should give the teacher the availability of a little punishment,1,DO,,infinitive,,
13588,give,give,"According to smoker's saying, smoking might give smokers release",1,DO,,infinitive,,
13589,give,give,"Therefore smokers have to find different things that give themselves release; for example, reading, exercising, game and so on",1,DO,,simple_present,,
13590,give,give,"Secondly, smoking give harrasment to non-smokers",1,PO,,simple_present,,
13592,give,give,"Instead, they must give them a earnest opinion",1,DO,,infinitive,,
13594,give,give,"One day, homeroom teacher gave me a leaf shaped pendant and said it's symbol of luck for him so he'd want to give it to me",1,PO,,simple_past,,
13595,give,give,"Sometimes, we share advice about others concerns and give proper advice to him",1,PO,,simple_present,,
13597,give,give,"For example, order punished children run 10 lap in ground or give them mop to swiper and clear their school room or toilet",1,DO,,simple_present,,
13598,give,give,Do those thing give them a time think about theselves with their fault,1,DO,,simple_present,,
13599,give,give,"But, if a man wear red or blue shoes with suit, he can give his fashion something dynamic feels",1,DO,,infinitive,,
13600,give,give,teachers give them physical punishment and lessons,1,DO,,simple_present,,
13601,give,give,also he give me yonsei applycation,1,DO,,simple_present,,
13602,give,give,I am not yonsei student if he dose not give me that,1,DO,,simple_present,,
13603,give,give,"For example, I make many foods, give serving to people, and take a dish",1,PO,,simple_present,,
13604,give,give,This contests and advices give me chance to enter to Yonsei University,1,DO,,simple_present,,
12960,give,give back,"Although we get help from them in such experiments, we also give them back what we got",1,DO,,simple_present,,
12961,give,give back,"Like in animal hospitals, we give back animals a cure from the research results",1,DO,,simple_present,,
13485,give,give back,"I must give back the book to library, so I should go to the library",1,PO,,simple_present,,
13502,give,give back,and give money back to me,1,PO,,simple_present,,
13613,give,given,"In Korea, teachers have given physical punishment to their students, even though they know it occurs physical pains",1,PO,,present_perfect,,
13632,give,given,"If they had given me little physical punishment when I was young and did some bad things, I would not have done like that",1,DO,,past_perfect,,
13673,give,given,"although in that audition we loose the match, that piano had given unforgettable memory to our family",1,PO,,past_perfect,,
13681,give,given,Using nick has given netizens the relief for their bad manner on the Internet,1,DO,,present_perfect,,
13696,give,given,Surprisingly the sharp pencil have given me fortunes,1,DO,,present_perfect,,
13700,give,given,"If animals medical experiments haven't given many benefits and good advantage to human being, anmimals medical experimens were disappear long time ago",1,PO,,present_perfect,,
13701,give,given,"my borther said ""yes"" and have not given me error",1,DO,,present_perfect,,
13726,give,given,"I heard from the guide that it had been created by the United States to express thanks to France having given USA the present, the Liberty of Statue, to cogratulate the Independence",1,DO,,present_perfect,,
13750,give,given,"He carefully and thoughtfully given me the solution, and extra conception about the problem my to learn his solution easily",1,DO,,simple_present,,
13754,give,given,"if They haven't given punishment to me, I would have made more big mistake, because I do not afraid of getting punishment from teachers",1,PO,,present_perfect,,
13757,give,gives,It gives him another chance to do better,1,DO,,simple_present,,
13758,give,gives,"When I have some trouble, he gives me a good advice",1,DO,,simple_present,,
13759,give,gives,"When i do wrong, he always gives me an advice, sometimes say hard but i know that's all for me",1,DO,,simple_present,,
13760,give,gives,And that money doesn't gives them any benefits,1,DO,,simple_present,,
13761,give,gives,"Second, this type of punishment could be toxic thing to young children because the time in elementary school gives eyes which can see the world properly to children",1,PO,,simple_present,,
13764,give,gives,"Listening my situation carefully, he gives me such a clever word in every moment",1,DO,,simple_present,,
13765,give,gives,"when she gave it to me , she said, "" though there is a path others would like to go , cause it gives them wealth, social status , do not care it ",1,DO,,simple_past,,
13766,give,gives,no one gives you the right which you may affect non-smoker detrimental effect,1,DO,,simple_present,,
13774,give,gives,"But when teacher gives student even a slight physical punishment, things changed and almost student complete the assignment",1,DO,,simple_present,,
13776,give,gives,Optimists say that this freedom gives a human better life because he can suggest many ideas without hesitation or complex thinking,1,DO,,simple_present,,
13777,give,gives,Korea government gives its people a liberty to choose their religeon,1,DO,,simple_present,,
13778,give,gives,"Because the government gives a freedom of religeon to its people, the government should not force its people who do not want to go to military for the religeous reason",1,PO,,simple_present,,
13780,give,gives,"When he have good books, he calls me and gives me the books",1,DO,,simple_present,,
13785,give,gives,"In other words, it gives a lesson to the student that rules must me kept and makes him regret about his misbehavior",1,PO,,simple_present,,
13787,give,gives,'Controlling punishment' gives student thought that they have priority than teachers,1,DO,,simple_present,,
13788,give,gives,It gives teacher problems to treat student,1,DO,,simple_present,,
13789,give,gives,It directly gives a chance to monsterous North Korea with atomic bomb,1,PO,,simple_present,,
13790,give,gives,she always gives me a energy for positive life,1,DO,,simple_present,,
13791,give,gives,As a supervisor he gives me more personal affection,1,DO,,simple_present,,
13792,give,gives,Smoking only gives us many ploblems without a benefit of health,1,DO,,simple_present,,
13793,give,gives,That helps me meet other people and gives me a new point of view to look other things,1,DO,,simple_present,,
13794,give,gives,"By smoking, smokers maybe feel comfort or content, but it gives other people just a hate",1,DO,,simple_present,,
13795,give,gives,"If someone's hobby gives others physical and mind stress, then that hobby should be, at least restricted",1,DO,,simple_present,,
13796,give,gives,This once-a-week visit to this area refuels me and gives me the energy boost to get through the rest of the week,1,DO,,simple_present,,
13800,give,gives,"When they suffer physical punishment at school, they feel fear to their teacher who gives punishment to them, and they get deep trauma in their mind",1,PO,,simple_present,,
13802,give,gives,"As we love it very much, every member of our family gives it many delicious food",1,DO,,simple_present,,
13803,give,gives,Especially he gives me a hand when I'm mentally exhausted,1,DO,,simple_present,,
13804,give,gives,He gives me many advices and hopes so I could become much better,1,DO,,simple_present,,
13805,give,gives,"Except the military purpose, military service also gives Korean men the will to overcome many difficult situations",1,DO,,simple_present,,
13806,give,gives,"If the student talks with friend during studying time or do not finish his homework, the teacher gives him points",1,DO,,simple_present,,
13807,give,gives,Music gives me a postive energy and makes stress relieved from me,1,DO,,simple_present,,
13811,give,gives,This fact gives responsiblity at nation to Korean men and they pride at this fact,1,PO,,simple_present,,
13812,give,gives,Thus going concert gives me energy and it is one way to get free to burden in my mind,1,DO,,simple_present,,
13813,give,gives,It gives me a lot of power,1,DO,,simple_present,,
13815,give,gives,The physical punishment gives children only terrified and frustrated feelings and children cannot fully understand the reasons why their behavior is bad,1,DO,,simple_present,,
13816,give,gives,"Likewise, the physical punishment gives students negative effection to the emotion",1,DO,,simple_present,,
13819,give,gives,The object that gives me the special meaning is my house,1,DO,,simple_present,,
13821,give,gives,"Although it is very complicated, it gives me surprise",1,DO,,simple_present,,
13822,give,gives,and learnig history gives me many point of view about today's issues,1,DO,,simple_present,,
13823,give,gives,And who gives them the right to use other animal because they just have the smart brain? what did i do if I were an animal and sat in spaceship but got no escape chance? The last thing I do was waiting my death in hard pain,1,DO,,simple_present,,
13824,give,gives,"At first, it gives me fun of solving problems",1,DO,,simple_present,,
13825,give,gives,"She understands my situations well, sometimes gives me some advise and always makes me laugh",1,DO,,simple_present,,
13826,give,gives,"People think their nation gives a lot of things to them, and so, they should give it back, like a true love of mothers",1,PO,,simple_present,,
13828,give,gives,"Teacher do not gives student physical punishment for punishment, but gives student physical punishment for education",1,DO,,simple_present,,
13829,give,gives,"in the afernoon, I spend 2~3hours hiking mountain because hiking break my stress that exists during weekday and it gives me a lot of preasure",1,DO,,simple_present,,
13830,give,gives,"On the other hand, physical punishment gives children pains what so called 'passive pain'",1,DO,,simple_present,,
13832,give,gives,"This subject gives me the knowledge of work, power, and the movement of all things on the Earth",1,DO,,simple_present,,
13833,give,gives,Just typing name and searching gives you many things of others',1,DO,,simple_present,,
13834,give,gives,One thing is that it gives me new fresh heart so they can proceed to the society,1,DO,,simple_present,,
13835,give,gives,I think that physical punishment must not be allowed in all school because it gives students physical demage and mental demage,1,DO,,simple_present,,
13836,give,gives,Also physical punishment gives the students shame,1,DO,,simple_present,,
13837,give,gives,This gives us a hint where we should look for solution to our health problems,1,DO,,simple_present,,
13839,give,gives,"First of all, his appearance is very nice so I like him - It gives people a good impressing",1,DO,,simple_present,,
13841,give,gives,"Finally, though it's very old, but it gives my family many good memory of past",1,DO,,simple_present,,
13842,give,gives,The national parks has the nature itself preserved and it gives us lots of spectacular views,1,DO,,simple_present,,
13843,give,gives,"Since children don't grow their mental yet, if teacher gives them a physical punishment due to their mistake, their heart might be destroyed",1,DO,,simple_present,,
13845,give,gives,"So if I study hard, it also gives me the outputs",1,DO,,simple_present,,
13846,give,gives,Because my room always gives me rest,1,DO,,simple_present,,
13847,give,gives,"Using real name gives them hasitate, and at last, they don't speak their own voice",1,DO,,simple_present,,
13848,give,gives,My grand grand mother gives to my grand mother and she gives it to my mother,1,PO,,simple_present,,
13849,give,gives,I do not know my mother gives the ring to my sister or me but I think it is very special to me,1,PO,,simple_present,,
13850,give,gives,"After new skills or technologies are completely developed, it gives a lot of advantages to human",1,PO,,simple_present,,
13851,give,gives,"I could say, i kind of gives me an excitement",1,DO,,simple_present,,
13852,give,gives,This gives us one conclusion that all men should join the army as duty,1,DO,,simple_present,,
13854,give,gives,"Although not using real name gives people a ticket which can hurt famouse people like actors or singers not sorry mind, really people that use the ticket are a few",1,DO,,simple_present,,
13855,give,gives,And to stop this duty will gives students more times to study,1,DO,,simple_future,,
13856,give,gives,"It gives me comportable feeling, peace of heart, and relieve my stress that comes from studying",1,DO,,simple_present,,
13858,give,gives,"You gives me a good friend,'Kim Moon Seok'"" as well as celebrating massage",1,DO,,simple_present,,
13859,give,gives,"Their meats make us happy, Their hair gives us warm clothes",1,DO,,simple_present,,
13860,give,gives,She listens to me well and gives me some adivces about problem,1,DO,,simple_present,,
13861,give,gives,"Finally, when a teacher gives the physical punishment to a student, the teacher may give it emotionally",1,PO,,simple_present,,
13862,give,gives,"Also, history gives me patriotism of my country",1,DO,,simple_present,,
13863,give,gives,It gives me a lot of enjoyment,1,DO,,simple_present,,
13864,give,gives,"I do a lot of things during that time, but recently I use most of my time talking in new type of social media, Nate-on, which gives many good things to me",1,PO,,simple_present,,
13865,give,gives,It gives them lessons very effectively,1,DO,,simple_present,,
13866,give,gives,"First, physical punishment gives a negative impact to student's mental health",1,PO,,simple_present,,
13870,give,gives,I liked Korean history best! because of not only the reason that history is the soul of nation but It gives us a ingenious guide of real-time life,1,DO,,simple_present,,
13871,give,gives,"For instance, government gives a tax reduction to the people who complete military service or additional points to company enterance exams",1,PO,,simple_present,,
13872,give,gives,"Sometimes she gives me a piece of advice, which is usually helpful to me",1,DO,,simple_present,,
13873,give,gives,"If we continue this murdering and so don't aknowledge their quality, we gives our children the lesson that Stronger men have a privilege that can bothers any other Weaker men",1,DO,,simple_present,,
13874,give,gives,"Therefore, his class makes lots of interesting and gives us lots of lessons",1,DO,,simple_present,,
13875,give,gives,"Because when they get physical punishment, the punishment gives them strong impression that they can be always punished the way they don't like and make them hurt",1,DO,,simple_present,,
13876,give,gives,"He listens carefully when i have a problem, and he gives me a helpful advice",1,DO,,simple_present,,
13877,give,gives,"So when I have trouble, I usually talk with him and also he gives me right answers or help me to get out of keep thinking that",1,DO,,simple_present,,
13878,give,gives,"Also, math gives me curiosity",1,DO,,simple_present,,
13879,give,gives,"It also gives the burden to the govenment, so the government will try to raise the tax",1,PO,,simple_present,,
13882,give,gives,"First, smoking gives bad ingredient to people who do not smoke",1,PO,,simple_present,,
13883,give,gives,"When I finally find the answer, it gives me a big joy",1,DO,,simple_present,,
13885,give,gives,So it can gives them traumas that can last for the last of childrens life,1,DO,,infinitive,,
13888,give,gives,"That hard time, the teacher gives me a very lot of help",1,DO,,simple_present,,
13890,give,gives,"Sometimes, she gives me a good recommand and advise",1,DO,,simple_present,,
13891,give,gives,It gives me chance to make good relationships with them,1,DO,,simple_present,,
13893,give,gives,"Because she have differnt thoughts and sights, she gives me good advice easily",1,DO,,simple_present,,
13896,give,gives,It not only gives us a moment to think deeply but also make our logical thinking more sharpen,1,DO,,simple_present,,
13897,give,gives,She also gives me a piece of advice regarding the problem,1,DO,,simple_present,,
13898,give,gives,"If most of the saying which is anonymous gives good influence to our society and is about compliment or good advise, there is no nessesity to ban use of fake names in Internet",1,PO,,simple_present,,
13899,give,gives,"Moreover, using the real name on the Internet actually gives us more chance to express our opinion more freely, because people begin to show the respects when they use their own real name on the Internet",1,DO,,simple_present,,
13900,give,gives,"If somebody's hobby gives a unpleasant feeling to other people, he or she has to stop",1,PO,,simple_present,,
13901,give,gives,This is my grandmother's ring and grandmother gives me a ring for my graduate,1,DO,,simple_present,,
13903,give,gives,"The second reason is that she listens to me all the time, and she always gives me feeling that I'm the most important person for her",1,DO,,simple_present,,
13904,give,gives,"When I'm down, she listens carefully about my troubles and gives me proper solutions",1,DO,,simple_present,,
13905,give,gives,Because she always gives me sincere advice and encourage me when I feel blue,1,DO,,simple_present,,
13906,give,gives,"Also, he gives happiness and smile to our home",1,PO,,simple_present,,
13908,give,gives,"It gives me some time to think about many topics and also, about myself",1,DO,,simple_present,,
13910,give,gives,"For example, it gives me information about organ which i didn't know before",1,DO,,simple_present,,
13911,give,gives,"Last, it gives me the passion to go to the university",1,DO,,simple_present,,
13912,give,gives,"To be specific, I can control my heavy stress which made by hard working for biology gives me some enthusiasm to go to the yonsei university and major in biology",1,DO,,simple_present,,
13914,give,gives,But this situation gives me mind that I can live without many things,1,DO,,simple_present,,
13915,give,gives,And this situation gives more study time to me,1,PO,,simple_present,,
13916,give,gives,"First, smoking gives damage to humans health",1,PO,,simple_present,,
13917,give,gives,That teddy bear gives me energy and I can study hard thinking my father,1,DO,,simple_present,,
13918,give,gives,But I think military service gives benefits to nation and also himself as they can learn things they can not learn from university or high school,1,PO,,simple_present,,
13921,give,gives,"For example, When one student didn, t the homework, so the teacher gives him a physical punishment",1,DO,,simple_present,,
13922,give,gives,But my teacher gives me advice,1,DO,,simple_present,,
13923,give,gives,"In that sense, I think people don't have to go to millitary if he gives a lot of money to the millitary department",1,PO,,simple_present,,
13924,give,gives,He rolls his body and gives us some fuuny gestures,1,DO,,simple_present,,
13925,give,gives,"But she gives me comfort and love, so I adjust my high shcool",1,DO,,simple_present,,
13926,give,gives,"Even some schools have counseling teachers, students don't want to go meet that teacher because going to her gives too much pressure to them",1,PO,,simple_present,,
